timestamp,park_id,visitor_count,event_day
1/1/2025 0:00,NP_0001,0,FALSE
1/1/2025 3:00,NP_0001,0,FALSE
1/1/2025 6:00,NP_0001,0,FALSE
1/1/2025 9:00,NP_0001,2,FALSE
1/1/2025 12:00,NP_0001,6,FALSE
1/1/2025 15:00,NP_0001,7,FALSE
1/1/2025 18:00,NP_0001,2,FALSE
1/1/2025 21:00,NP_0001,0,FALSE
1/2/2025 0:00,NP_0001,0,FALSE
1/2/2025 3:00,NP_0001,0,FALSE
1/2/2025 6:00,NP_0001,0,FALSE
1/2/2025 9:00,NP_0001,4,FALSE
1/2/2025 12:00,NP_0001,4,FALSE
1/2/2025 15:00,NP_0001,7,FALSE
1/2/2025 18:00,NP_0001,3,FALSE
1/2/2025 21:00,NP_0001,0,FALSE
1/3/2025 0:00,NP_0001,0,FALSE
1/3/2025 3:00,NP_0001,0,FALSE
1/3/2025 6:00,NP_0001,0,FALSE
1/3/2025 9:00,NP_0001,3,FALSE
1/3/2025 12:00,NP_0001,4,FALSE
1/3/2025 15:00,NP_0001,5,FALSE
1/3/2025 18:00,NP_0001,2,FALSE
1/3/2025 21:00,NP_0001,0,FALSE
1/4/2025 0:00,NP_0001,0,FALSE
1/4/2025 3:00,NP_0001,0,FALSE
1/4/2025 6:00,NP_0001,0,FALSE
1/4/2025 9:00,NP_0001,12,FALSE
1/4/2025 12:00,NP_0001,16,FALSE
1/4/2025 15:00,NP_0001,6,FALSE
1/4/2025 18:00,NP_0001,12,TRUE
1/4/2025 21:00,NP_0001,0,FALSE
1/5/2025 0:00,NP_0001,0,FALSE
1/5/2025 3:00,NP_0001,0,FALSE
1/5/2025 6:00,NP_0001,0,FALSE
1/5/2025 9:00,NP_0001,8,FALSE
1/5/2025 12:00,NP_0001,7,FALSE
1/5/2025 15:00,NP_0001,18,FALSE
1/5/2025 18:00,NP_0001,8,FALSE
1/5/2025 21:00,NP_0001,0,FALSE
1/6/2025 0:00,NP_0001,0,FALSE
1/6/2025 3:00,NP_0001,0,FALSE
1/6/2025 6:00,NP_0001,0,FALSE
1/6/2025 9:00,NP_0001,2,FALSE
1/6/2025 12:00,NP_0001,4,FALSE
1/6/2025 15:00,NP_0001,6,FALSE
1/6/2025 18:00,NP_0001,2,FALSE
1/6/2025 21:00,NP_0001,0,FALSE
1/7/2025 0:00,NP_0001,0,FALSE
1/7/2025 3:00,NP_0001,0,FALSE
1/7/2025 6:00,NP_0001,0,FALSE
1/7/2025 9:00,NP_0001,2,FALSE
1/7/2025 12:00,NP_0001,5,FALSE
1/7/2025 15:00,NP_0001,8,FALSE
1/7/2025 18:00,NP_0001,4,FALSE
1/7/2025 21:00,NP_0001,0,FALSE
1/8/2025 0:00,NP_0001,0,FALSE
1/8/2025 3:00,NP_0001,0,FALSE
1/8/2025 6:00,NP_0001,0,FALSE
1/8/2025 9:00,NP_0001,3,FALSE
1/8/2025 12:00,NP_0001,7,FALSE
1/8/2025 15:00,NP_0001,8,FALSE
1/8/2025 18:00,NP_0001,3,FALSE
1/8/2025 21:00,NP_0001,0,FALSE
1/9/2025 0:00,NP_0001,0,FALSE
1/9/2025 3:00,NP_0001,0,FALSE
1/9/2025 6:00,NP_0001,0,FALSE
1/9/2025 9:00,NP_0001,5,FALSE
1/9/2025 12:00,NP_0001,7,FALSE
1/9/2025 15:00,NP_0001,8,FALSE
1/9/2025 18:00,NP_0001,4,FALSE
1/9/2025 21:00,NP_0001,0,FALSE
1/10/2025 0:00,NP_0001,0,FALSE
1/10/2025 3:00,NP_0001,0,FALSE
1/10/2025 6:00,NP_0001,0,FALSE
1/10/2025 9:00,NP_0001,7,FALSE
1/10/2025 12:00,NP_0001,7,FALSE
1/10/2025 15:00,NP_0001,4,FALSE
1/10/2025 18:00,NP_0001,3,FALSE
1/10/2025 21:00,NP_0001,0,FALSE
1/11/2025 0:00,NP_0001,0,FALSE
