date,park_id,aqi,no2_level,pm25_level,o3_level
2025-06-01,PARK_0001,68.69681172280745,28.84586333552394,17.877132094441166,23.032931487615034
2025-06-02,PARK_0001,66.7683435677224,25.968783148596554,20.317280005001223,16.47803260452008
2025-06-03,PARK_0001,67.3542229746082,24.88294617347914,17.500926320695392,17.16154851994668
2025-06-04,PARK_0001,70.72187265050044,27.0302222728146,24.28401721498313,20.144958869045535
2025-06-05,PARK_0001,56.46776189600644,20.354055878505257,19.411951808815807,16.628532212928597
2025-06-06,PARK_0001,62.10793075770875,25.16320875478908,19.635944699647716,20.86717685911755
2025-06-07,PARK_0001,71.93541957808706,28.054630539656657,18.928530501262042,20.753695551179568
2025-06-08,PARK_0001,65.83666913994533,24.407149803556912,17.836698912193512,20.438576505083372
2025-06-09,PARK_0001,64.13318173465362,25.718866684684624,17.722963850995946,18.77915309198455
2025-06-10,PARK_0001,59.59533542642237,25.618530992818524,19.949099297374218,14.186224903450524
2025-06-11,PARK_0001,59.4079326662115,20.770114556304442,16.522331931049653,17.655503860282728
2025-06-12,PARK_0001,56.64522256421887,20.814369399436924,14.985652025102661,17.408101428063546
2025-06-13,PARK_0001,64.07715593500573,24.18738726732779,19.576788524780515,18.129786611327187
2025-06-14,PARK_0001,62.20821648157086,28.23019077322542,21.34338704805195,16.063302470616062
2025-06-15,PARK_0001,67.55033268185426,28.64292618172489,17.96857322705104,21.902655092065995
2025-06-16,PARK_0001,70.92567835980905,26.125181731434793,19.442697865914187,23.31302644162972
2025-06-17,PARK_0001,64.42706219940382,26.873777430240576,20.00929709262214,20.109510501677434
2025-06-18,PARK_0001,56.270059901216925,24.60265937372967,19.220197955220623,16.42223648222902
2025-06-19,PARK_0001,62.51718824579487,21.944660293206507,19.783665985774128,19.899271357166747
2025-06-20,PARK_0001,62.25513765340543,27.150761781103178,18.00838683406175,19.80575314780883
2025-06-21,PARK_0001,57.298708004261265,22.872378899956033,16.840903885472706,17.640228245360262
2025-06-22,PARK_0001,60.379799325684594,23.888974538930505,19.76603414058839,17.240411323228944
2025-06-23,PARK_0001,54.02447030597156,25.108955930799468,18.97024924917244,13.62281570158023
2025-06-24,PARK_0001,65.335384641218,25.128204315384515,20.127589823027517,20.189063650392384
2025-06-25,PARK_0001,60.543914910101556,22.65003463286783,16.782092368397947,16.33079064206798
2025-06-26,PARK_0001,57.38562029748599,22.81989153889569,15.784166111024293,18.579790220671036
2025-06-27,PARK_0001,68.80945940948048,26.36367728105211,21.121646823914897,21.64220804345001
2025-06-28,PARK_0001,63.56150796872052,25.576513723320385,20.5538172273356,20.032950295977468
2025-06-29,PARK_0001,54.84127405887503,23.67482175232856,18.22696389219599,14.925810009305344
2025-06-30,PARK_0001,61.04723741997556,25.785552953612367,17.895543586833945,20.46012732152469
2025-07-01,PARK_0001,72.50479628244992,27.429946447710005,18.989349678427423,22.359076075944724
2025-06-01,PARK_0002,61.07371131649535,27.33600585324021,15.644901795502108,19.707950641011827
2025-06-02,PARK_0002,59.04904801855387,27.058375019836145,21.699745111902395,16.181401229999462
2025-06-03,PARK_0002,59.17943444845717,25.390949553342473,16.979569034958125,17.663007898672674
2025-06-04,PARK_0002,61.90163408905807,20.921307323227914,18.542814734528946,17.191034678589073
2025-06-05,PARK_0002,59.15519878276752,26.549343520044637,15.233545846271742,19.37297000832621
2025-06-06,PARK_0002,60.07081379929794,23.468805182727507,19.601987931892804,18.701346728927163
2025-06-07,PARK_0002,64.1622496255153,27.601269171271845,18.586058121287945,18.02420141863909
2025-06-08,PARK_0002,55.725775185037115,20.639489014056938,22.615921406128585,19.207091716984706
2025-06-09,PARK_0002,54.23733287226097,19.05001723541725,17.234931985115274,17.365729456434224
2025-06-10,PARK_0002,63.57718153514593,24.920961026950977,18.82224594053798,19.728913508862494
2025-06-11,PARK_0002,61.10121320943542,20.0018845382791,17.870764701680237,16.627551094309997
2025-06-12,PARK_0002,61.385766968049296,30.52482479242654,19.150693421363396,17.78867071806999
2025-06-13,PARK_0002,64.95570297050597,26.947656962620815,20.326899872055474,20.700412077583135
2025-06-14,PARK_0002,70.46547106814404,25.924411556605786,22.08690547406612,19.286879060480135
2025-06-15,PARK_0002,62.79549503496484,23.28082499101375,18.00391488327928,18.248468682013637
2025-06-16,PARK_0002,64.73136357526505,27.72945431799085,16.927974319686747,19.529277294579213
2025-06-17,PARK_0002,56.137947582324934,19.938169211579307,16.407350173848737,16.22441869778584
2025-06-18,PARK_0002,71.65226418529517,29.52682532483946,18.740444254080074,20.366131247246663
2025-06-19,PARK_0002,64.45775068280639,29.959985818862407,16.165358580366,15.577476434563827
2025-06-20,PARK_0002,68.5371798260561,28.19410028516425,18.8245684840641,21.630412120061703
2025-06-21,PARK_0002,45.834552213432666,18.34057189856739,14.406008009715968,15.598905943105459
2025-06-22,PARK_0002,53.77421541918392,21.681060490480284,14.281415373635998,16.64303213710381
2025-06-23,PARK_0002,54.19688540864506,20.86255248513758,14.26743483301306,17.561338106240832
2025-06-24,PARK_0002,62.79536240907057,24.6489038237134,18.915084712641224,15.941425893454081
2025-06-25,PARK_0002,56.83383188244444,22.63312351889429,22.291735746793282,14.826215513185005
2025-06-26,PARK_0002,65.48187874319562,28.18646904420987,20.20583643193896,23.161804591348954
2025-06-27,PARK_0002,59.850017206630376,24.71832527398801,17.848763855954022,20.402142926826368
2025-06-28,PARK_0002,63.30010399397378,24.068687022597086,16.351536808994595,18.58406992340082
2025-06-29,PARK_0002,53.6456545593185,21.33121267449669,18.568572637163825,15.179093057621968
2025-06-30,PARK_0002,57.25969254697489,23.019922488406745,18.874769528503037,12.684129096123257
2025-07-01,PARK_0002,54.26819354632184,22.129844803087682,18.68061597675027,15.29665316888414
2025-06-01,PARK_0003,39.3454483038697,14.467454543896624,9.424301172980186,10.554943711734461
2025-06-02,PARK_0003,35.174573222388915,12.860339959879141,6.141239852518535,12.346504360490938
2025-06-03,PARK_0003,42.32044322271351,18.231221271764415,10.420761625964419,12.293149898919015
2025-06-04,PARK_0003,35.76093329851856,15.501962098531246,12.064960966991729,9.259932391998575
2025-06-05,PARK_0003,36.04963856515401,15.334416235292087,13.726536213839736,12.22390464919565
2025-06-06,PARK_0003,39.4297597761544,15.939557166320482,14.649846223253327,12.648453524765314
2025-06-07,PARK_0003,31.022592976869625,15.215777130998232,10.702584438138944,8.420689850803923
2025-06-08,PARK_0003,32.77291086914972,13.702315437941412,10.758242851280084,10.226457792007329
2025-06-09,PARK_0003,36.56809595883533,18.027153132686895,13.11351509212037,11.351699970180647
2025-06-10,PARK_0003,39.558163150716354,13.758217453231463,12.663303045108522,15.486061644681126
2025-06-11,PARK_0003,33.600366589326725,11.744878778492522,8.775932199611896,7.90084390211324
2025-06-12,PARK_0003,30.604748221188046,11.500883091295162,6.370290427999128,9.212661134255619
2025-06-13,PARK_0003,38.876929217872764,13.735259326855266,14.701646612645368,12.684662942417019
2025-06-14,PARK_0003,39.35450406043645,14.426132516470306,13.515401672264165,9.622483417340307
2025-06-15,PARK_0003,38.488017195755965,15.73888555788945,12.652907598696357,9.195215947477086
2025-06-16,PARK_0003,29.395778655478313,12.952767898698095,6.922037588195092,9.74514618084174
2025-06-17,PARK_0003,26.869005712089393,12.443950710169094,5.5956550840898,9.165301588985864
2025-06-18,PARK_0003,36.665684310117385,13.272730087187805,12.163758427204668,11.520589819702327
2025-06-19,PARK_0003,30.67547281301553,10.253079757053797,5.277390460559502,9.901941938504047
2025-06-20,PARK_0003,25.37718798070675,10.341563591165317,7.086259962047526,8.971441945088415
2025-06-21,PARK_0003,31.52191129938756,11.949868947060843,10.92031479839286,10.126689447984504
2025-06-22,PARK_0003,34.44332285488032,14.715864321569182,7.261852610049884,11.846574216438059
2025-06-23,PARK_0003,35.75480887884802,12.268557294386213,10.238281716306002,10.647828088399143
2025-06-24,PARK_0003,31.849470792098405,13.407508249976432,12.417574801291888,11.718374692975178
2025-06-25,PARK_0003,25.789967043641177,11.560126798068568,10.394856752163172,8.510607154470758
2025-06-26,PARK_0003,37.63474256368309,19.07843791687477,13.33784186131889,11.789039960388385
2025-06-27,PARK_0003,37.23378010233965,15.183287707129642,11.217940117271807,10.46730555927443
2025-06-28,PARK_0003,39.65367250739973,14.224611671075891,14.960837201576151,12.895829999700663
2025-06-29,PARK_0003,24.66816439561686,10.602564344229588,3.200396303381809,8.65146535234713
2025-06-30,PARK_0003,35.918814756797545,13.18281399141491,11.022739818950427,14.683959294539836
2025-07-01,PARK_0003,28.791809387158462,9.398908580750184,11.600869621072736,12.562717197209128
2025-06-01,PARK_0004,60.10669002997801,26.725627843052965,16.547038543916635,17.061395338257668
2025-06-02,PARK_0004,61.05405635533905,27.79165109955264,19.441978626950423,16.556588199597606
2025-06-03,PARK_0004,64.68385735371432,24.811601145861797,18.734881643771388,20.089832875093535
2025-06-04,PARK_0004,62.36682575713693,26.654682255959223,19.5397787278649,19.63662478737729
2025-06-05,PARK_0004,54.65971790520075,22.980166191117316,11.338795216171619,15.804700453420628
2025-06-06,PARK_0004,55.49356979275792,19.895399749864154,17.420717573450492,16.23912849585513
2025-06-07,PARK_0004,62.90789479821214,28.309197369714568,17.940757301227315,18.570693016330253
2025-06-08,PARK_0004,53.60312165700118,20.53792971048123,16.470986465156606,14.564372359325173
2025-06-09,PARK_0004,48.160959695830485,20.509806326132733,15.707347077192766,12.839656389429159
2025-06-10,PARK_0004,58.13087117958914,21.989193013504998,17.945591829952704,19.079949379101652
2025-06-11,PARK_0004,53.325017021667236,22.239488632949165,14.964645818725028,15.604571939643977
2025-06-12,PARK_0004,52.30174438632207,19.427541061448352,15.336974989665055,12.593286718169127
2025-06-13,PARK_0004,50.712258392126216,19.71515237011115,14.701318012647103,14.730682625896307
2025-06-14,PARK_0004,52.69526391191273,22.036988600937224,17.557613321838865,14.509048719877285
2025-06-15,PARK_0004,46.82325919352491,16.64521485292376,13.072571915667618,13.343135122424455
2025-06-16,PARK_0004,48.82363131477126,16.93721919740872,13.734847739483001,15.009942634659321
2025-06-17,PARK_0004,55.48232585246566,21.078084234769623,15.818702111452827,14.791301138045075
2025-06-18,PARK_0004,52.182817568910714,19.17626975918266,16.801100897155614,12.08311228680499
2025-06-19,PARK_0004,50.374017510614124,20.751821682629135,15.479874285829244,20.49827258114523
2025-06-20,PARK_0004,53.75268573925378,19.492965102017493,15.934877227597985,12.57331305484323
2025-06-21,PARK_0004,51.43162382925029,18.9065374176986,17.260267699895408,14.330406599584016
2025-06-22,PARK_0004,51.08119726888741,19.16136322474616,18.802061884372883,14.681873648430397
2025-06-23,PARK_0004,60.65773390507322,25.891397086265822,19.16145362619274,18.934786466157007
