# Generated by: Dilshan-Chanuka
# Generated on: 2025-07-28 15:24:15
# Dataset: Air Quality Measurements for German National Parks
date,park_id,aqi,no2_level,pm25_level,o3_level
2025-01-01,NP_0001,24.03572024389439,5.545610628774289,4.978512329968848,7.095067790780076
2025-01-02,NP_0001,22.627866726853707,3.047051355003314,3.8057291369760327,6.327721247096324
2025-01-03,NP_0001,26.78853477028086,5.701325243624634,3.594666798693439,8.360644400479053
2025-01-04,NP_0001,22.547835048270496,3.832645009348141,5.121243298494967,7.7953500369771
2025-01-05,NP_0001,26.582734106543676,4.477329298086097,5.007334445457521,8.306083663366666
2025-01-06,NP_0001,26.801213624112098,4.881068486977131,5.174583748158603,6.9340291132276
2025-01-07,NP_0001,20.371490107762597,4.8868238439467175,5.430538050123342,6.039436910748445
2025-01-08,NP_0001,27.056062309750242,5.772848486997683,4.766092707344924,8.478214298433485
2025-01-09,NP_0001,28.74472355822716,5.71311867253548,7.313588367459438,6.0036719633784035
2025-01-10,NP_0001,26.681242989540905,5.423295666146353,5.037241247442314,8.096133673397773
2025-01-11,NP_0001,18.337496560921387,3.447827424346766,4.024611883696024,6.979143013017932
2025-01-12,NP_0001,22.829781600030003,3.7574627171128134,4.064199276421465,7.7643365977110745
2025-01-13,NP_0001,25.454930649507727,4.561225926134506,5.604253563014901,7.733556744200358
2025-01-14,NP_0001,27.458368557136264,4.789620617549901,5.164011564829486,7.845402414008721
2025-01-15,NP_0001,20.245291386692426,4.345178554403061,4.310113549518374,6.078700872650189
2025-01-16,NP_0001,24.015099143052932,3.387649086560173,4.382374505845228,6.861815226389109
2025-01-17,NP_0001,22.394650112246033,4.317644310783198,4.882980879263745,8.60458093488434
2025-01-18,NP_0001,25.407409317284806,5.339032254179726,5.0070359476907935,5.7034515798864005
2025-01-19,NP_0001,24.885876437622017,5.037405497465429,7.440417400009689,7.2734019665054825
2025-01-20,NP_0001,25.95132628047925,5.155553486390607,4.021587218476318,8.928220698658794
2025-01-21,NP_0001,27.383249464450028,6.2676818399330525,4.567262438095266,9.617769150271108
2025-01-22,NP_0001,21.00213928158437,4.787284950117144,6.390883482126853,5.310105459344623
2025-01-23,NP_0001,23.588493597917566,4.817350084671155,4.214223065467314,5.5258846483091375
2025-01-24,NP_0001,25.572198625955796,4.052136011465055,5.588032155826341,6.752235353552935
2025-01-25,NP_0001,30.09484098362205,5.235714904388173,5.696906680518735,9.841969512456284
2025-01-26,NP_0001,21.830354768958138,4.593530888395757,5.673213708074056,4.941623196126214
2025-01-27,NP_0001,26.154118039806814,5.490706402209787,6.012646479738674,6.609284701063962
2025-01-28,NP_0001,21.71545127076927,4.865031819770752,4.64007492738704,6.765128231576658
2025-01-29,NP_0001,26.792083584577714,4.678391995337052,5.590670414076547,8.330697548671994
2025-01-30,NP_0001,23.68489325222863,6.602753161590483,5.210811571357514,5.91416447846594
2025-01-31,NP_0001,27.872085300669855,4.59973538990665,6.361501663876423,9.52022116920836
2025-02-01,NP_0001,23.514100837280466,5.666196296700416,5.115601094392591,7.87629041117863
2025-02-02,NP_0001,31.739474561161188,6.102506796229368,5.594158747874749,8.632327938722833
2025-02-03,NP_0001,23.67381546644963,4.657661383875822,5.07591506810657,7.378835439264908
2025-02-04,NP_0001,28.674128284071507,5.747827548692208,7.188359733971618,8.337581651983497
2025-02-05,NP_0001,34.423578622545705,7.510383072274148,6.027558168092859,9.256181088702599
2025-02-06,NP_0001,27.78012043604122,5.332561301882393,6.270024581300336,8.807273755385909
2025-02-07,NP_0001,26.18296736811286,4.389799755554168,3.7217462489367077,7.408375258366836
2025-02-08,NP_0001,29.0384998806826,6.021793720266724,4.561961197424532,8.884730890055963
2025-02-09,NP_0001,27.692183399145243,4.654579243627916,5.6921617857745765,8.365863738189573
2025-02-10,NP_0001,23.173306667190886,4.992448693786461,5.195445859806411,8.035043243332543
2025-02-11,NP_0001,29.828649002823944,4.588060432607698,5.027904760649666,9.463629968055843
2025-02-12,NP_0001,28.2726457024092,6.169576826787888,9.507260631136562,9.052684221415927
2025-02-13,NP_0001,30.20103051216798,6.994207865926798,6.691597353739394,8.745039909010048
2025-02-14,NP_0001,29.133269052245886,5.053828595911606,5.5898352037091685,8.25461716784466
2025-02-15,NP_0001,27.162975285075685,7.747253623688646,3.5653298644233895,8.83515277589722
2025-02-16,NP_0001,22.139142333418455,3.955896600894258,5.516779063651057,6.706022719120999
